國字,注音,部首,型近字,同音國字,相似音國字,用詞
阡,ㄑㄧㄢ,阜,陡;陋;陀,千;牽;遷;簽;謙;鉛;嵌;籤;騫;韆;愆,前;掮;錢;茜;謙;遣;騫;千;倩;韆;虔;黔;塹;牽;欠;簽;縴;遷;歉;淺;鉛;愆;潛;箝;籤;譴;乾;嵌;鉗,阡陌縱橫
岔,ㄔㄚˋ,山,紛;份;粉;貧;扮;氛;盆;頒;芬;盼;吩;忿;酚;坌;汾,剎;詫;荖,剎;搽;荖;差;插;詫;叉;查;察;茶,岔路;岔道
邑,ㄧˋ,邑,巴;色,意;義;易;議;食;藝;衣;異;施;益;射;憶;亦;譯;艾;疫;抑;毅;誼;翼;洩;溢;役;逸;億;曳;裔;泄;繹;奕;羿;翌;驛;懿;翳;屹;瘞;挹;軼;蜴;囈;熠;臆;佚;佾;詣;劓;噫,艾;翳;矣;毅;詣;蛇;夷;一;逸;繹;沂;意;佚;移;貽;亦;易;咦;以;劓;臆;羿;藝;屹;噫;儀;食;溢;迤;蜴;痍;醫;遺;怡;施;胰;議;翼;義;熠;懿;宜;誼;軼;佾;裔;乙;頤;譯;異;依;疑;蟻;翌;抑;蛾;瘞;飴;億;洩;倚;曳;彝;椅;漪;驛;挹;伊;姨;役;憶;泄;疫;囈;台;益;衣;揖;奕;已;咿;射,城邑;都邑;通都大邑
帚,ㄓㄡˇ,巾,市;常;布;希,肘,咒;籀;晝;宙;粥;軸;皺;紂;週;州;洲;肘;周;舟;冑;啁;縐,掃帚
氓,ㄇㄤˊ,氏,忙;芒,忙;茫;芒;盲,莽;盲;芒;蟒;茫;忙,流氓
泓,ㄏㄨㄥˊ,水,漸;汽;洋;減,紅;鴻;宏;洪;虹;弘;鋐;閎;訌,烘;弘;洪;哄;紅;閎;鴻;虹;訌;鬨;轟;鋐;宏,靈海泓澄
疙,ㄍㄜ,疒,吃;迄;屹;紇;訖;矻,哥;歌;割;戈;擱;咯;鴿;胳,歌;胳;閣;蛤;擱;閤;格;割;嗝;鉻;噶;合;骼;膈;鴿;咯;各;箇;哥;個;葛;蓋;革;戈;隔,疙瘩;雞皮疙瘩
罔,ㄨㄤˇ,网,崗;惘,往;網;枉;惘,王;網;枉;惘;亡;忘;汪;望;旺;妄;往,罔顧
剌,ㄌㄚˋ,刀,速;辣;悚;敕;觫,落;臘;辣;蠟,臘;蠟;啦;邋;落;喇;拉;辣,大剌剌
剌,ㄌㄚˊ,刀,速;辣;悚;敕;觫,,臘;蠟;啦;邋;落;喇;拉;辣,剌劃;剌開
咧,ㄌㄧㄝˇ,口,例;烈;裂;冽;洌,,獵;列;捩;裂;冽;邋;鬣;烈;劣,咧嘴
徉,ㄧㄤˊ,彳,養;洋;鮮;祥;詳;氧;翔;姜;恙;佯;庠;烊,陽;洋;揚;楊;羊;瘍;煬;颺;佯;烊,楊;怏;央;瘍;烊;羊;鴦;佯;養;秧;樣;泱;洋;殃;揚;煬;陽;漾;氧;恙;癢;仰;颺,徜徉
祉,ㄓˇ,示,肯;延;址;扯;趾;芷,只;指;止;紙;徵;抵;址;旨;祇;趾;咫;芷;酯,旨;侄;咫;擲;摭;識;幟;趾;指;酯;桎;志;稚;氏;忮;址;躓;質;脂;遲;置;鋕;執;炙;峙;織;之;蜘;雉;抵;徵;制;滯;汁;值;梔;吱;治;痔;職;隻;芷;枝;窒;止;秩;只;製;肢;支;蟄;致;緻;躑;胝;智;痣;祇;芝;知;至;摯;植;紙;直;姪;殖;誌,福祉
紇,ㄏㄜˊ,糸,吃;迄;屹;疙;訖;矻,和;合;何;河;核;荷;盒;渴;褐;闔;禾;閤;涸;閡;劾,涸;閤;赫;閡;合;訶;河;劾;喝;褐;闔;盒;渴;荷;鶴;和;何;禾;賀;嚇;核;呵,回紇
埂,ㄍㄥˇ,土,便;硬;甦;梗;哽;粳;鯁,頸;梗;耿;哽,耿;耕;哽;梗;更;庚;羹;粳;頸,田埂
涅,ㄋㄧㄝˋ,水,捏,躡;孽;囁;嚙;聶,聶;孽;嚙;囁;躡;捏,涅槃;涅槃經
胭,ㄧㄢ,肉,恩;姻;茵;咽;氤,煙;燕;菸;殷;焉;淹;咽;奄;醃;閹;嫣,晏;咽;醃;燄;厭;蜒;言;諺;顏;岩;饜;巖;驗;趼;魘;妍;閹;灩;焰;宴;雁;掩;檐;延;嫣;燕;淹;彥;煙;沿;菸;演;簷;衍;殷;偃;嚥;炎;鹽;筵;儼;贗;嚴;豔;焉;閻;奄;眼;硯;研,胭脂
荔,ㄌㄧˋ,艸,協;脅,力;立;利;歷;例;麗;勵;厲;粒;曆;莉;栗;隸;吏;俐;礫;靂;笠;痢;慄;瀝;儷;戾;蒞;壢;蠣;唳;琍;癘;礪,痢;狸;梨;灕;浬;慄;瀝;邐;莉;蠡;戾;籬;礪;璃;歷;俐;立;蠣;蒞;儷;曆;吏;癘;靂;黎;釐;里;醴;俚;鯉;離;礫;驪;唳;麗;李;勵;禮;利;犛;隸;罹;壢;栗;琍;犁;力;例;裡;理;厲;粒;笠;漓;哩;鸝,荔枝
袂,ㄇㄟˋ,衣,快;決;缺;訣;抉,妹;魅;媚;昧;寐,魅;嵋;昧;眉;梅;霉;沒;玫;妹;寐;每;鎂;楣;媚;莓;黴;媒;美;煤;湄;枚,聯袂;連袂
迸,ㄅㄥˋ,辵,瓶;屏;併;拼;餅;胼;駢;姘,榜;蹦;繃;泵,蹦;榜;崩;甭;繃;泵,迸出;迸發
啕,ㄊㄠˊ,口,陶;萄;淘;掏,桃;逃;陶;萄;淘;濤;燾,饕;滔;掏;桃;逃;搯;淘;套;絛;燾;叨;陶;討;濤;萄,嚎啕大哭
尉,ㄨㄟˋ,寸,射;封,為;位;未;味;衛;遺;謂;慰;胃;餵;畏;偽;魏;蔚;喂;渭;蝟,尾;違;味;闈;娓;維;蔚;魏;萎;慰;喂;圍;鮪;薇;韋;未;委;崴;葦;桅;逶;緯;遺;為;畏;偽;微;位;衛;巍;帷;猥;偉;胃;威;蝟;唯;渭;偎;餵;惟;謂;危,上尉;中尉;少尉
尉,ㄩˋ,寸,射;封,育;語;與;雨;預;遇;玉;域;愈;谷;欲;裕;寓;獄;浴;喻;慾;譽;籲;御;豫;禦;癒;郁;粥;芋;馭;燠;毓;諭;昱;飫;聿;嫗;熨,俞;揄;隅;浴;禦;諭;萸;熨;輿;盂;踰;歟;域;豫;諛;預;於;語;噢;芋;餘;玉;虞;毓;喻;窳;嫗;瘀;慾;庾;逾;與;欲;迂;御;嶼;娛;寓;予;渝;覦;譽;籲;遇;禹;瑜;腴;魚;粥;愈;淤;郁;漁;燠;榆;余;圄;臾;裕;昱;馭;紆;聿;雩;愉;癒;妤;于;雨;宇;谷;愚;育;飫;獄;羽,尉犁縣
徜,ㄔㄤˊ,彳,躺;敞;倘;趟;淌,長;常;腸;嘗;償;倘;裳;嫦;嚐,嫦;猖;倡;倘;長;昌;嚐;腸;唱;暢;常;場;敞;娼;嘗;廠;裳;悵;償;氅,徜徉
恿,ㄩㄥˇ,心,通;痛;勇;誦;桶;俑;蛹;涌;捅,永;擁;勇;泳;湧;詠;踴;俑;甬;蛹;涌,臃;慵;佣;詠;俑;雍;永;勇;湧;用;蛹;踴;甬;涌;庸;擁;壅;傭;鏞;泳,慫恿
涎,ㄒㄧㄢˊ,水,誕;蜒;筵,閒;賢;嫌;弦;銜;鹹;嫻;咸;絃;閑;啣,嫻;羨;洗;賢;餡;閒;咸;陷;獻;閑;鹹;絃;縣;嫌;險;仙;顯;纖;限;冼;見;憲;蘚;鮮;啣;線;峴;弦;先;腺;現;銜;掀,垂涎;垂涎三尺;流涎
眸,ㄇㄡˊ,目,哞,謀;牟;繆;哞,謀;牟;繆;某;哞,眼眸;回眸一笑
舶,ㄅㄛˊ,舟,習;怕;拍;伯;泉;迫;柏;泊;帕;魄;帛;珀,百;伯;博;薄;柏;勃;蔔;泊;脖;搏;駁;膊;悖;帛;箔;渤,簸;亳;柏;薄;餑;波;箔;跛;脖;悖;泊;渤;蔔;般;帛;駁;剝;勃;伯;缽;搏;膊;播;擘;撥;百;玻;博;菠,船舶
袞,ㄍㄨㄣˇ,衣,船;沿;鉛;兌,滾,棍;滾,袞袞諸公;袞冕
愜,ㄑㄧㄝˋ,心,篋,切;竊;妾;鍥,且;妾;鍥;伽;切;茄;竊,愜意
惺,ㄒㄧㄥ,心,醒;猩;腥,星;興;猩;腥,興;省;猩;腥;醒;型;幸;行;刑;邢;杏;擤;性;形;悻;姓;倖;星,惺惺相惜
棠,ㄊㄤˊ,木,堂;榮,堂;糖;唐;塘;膛;螳;醣,堂;倘;燙;塘;淌;趟;湯;唐;糖;螳;醣;躺;膛,海棠
湃,ㄆㄞˋ,水,潘;瀰;浙,派,拍;徘;排;牌;派,澎湃
琶,ㄆㄚˊ,玉,瑟;琴,爬;扒;耙;杷,耙;爬;帕;葩;扒;杷;趴;啪;怕,琵琶行;琵琶
菟,ㄊㄨˋ,艸,逸;冤,吐;兔,土;途;荼;涂;圖;塗;凸;禿;吐;突;兔;屠;徒,菟絲
菟,ㄊㄨˊ,艸,逸;冤,圖;突;途;徒;塗;凸;屠;涂;荼,土;途;荼;涂;圖;塗;凸;禿;吐;突;兔;屠;徒,於菟
蛔,ㄏㄨㄟˊ,虫,迴;徊;洄,回;迴;洄,蕙;惠;輝;暉;灰;恢;誨;迴;彗;穢;洄;燬;揮;諱;回;賄;會;晦;薈;匯;徽;毀;彙;喙;慧;悔;卉;繪,蛔蟲
稠,ㄔㄡˊ,禾,調;週;雕;綢;凋;鯛;惆;鵰;碉;蜩;啁,籌;愁;酬;仇;綢;疇;躊;惆;儔,抽;儔;綢;仇;疇;吜;臭;酬;躊;醜;愁;瞅;丑;籌;惆,稠密
衙,ㄧㄚˊ,行,語;悟;梧;晤;唔;捂;圄;鼯,牙;涯;芽;蚜;枒,牙;芽;亞;雅;呀;蚜;壓;涯;訝;枒;鴨;丫;揠;押;啞;椏;鴉;軋,衙門;官衙;衙署
慟,ㄊㄨㄥˋ,心,惴;憎;憔,痛,通;痛;筒;洞;彤;桐;銅;同;童;峒;瞳;桶;恫;酮;統,悲慟;慟哭
摻,ㄔㄢ,手,慘;滲;糝,攙,懺;攙;讒;巉;禪;諂;鏟;纏;闡;蟾;單;羼;蟬;嬋;潺;饞;產,摻雜
漣,ㄌㄧㄢˊ,水,蓮;鏈;槤,連;聯;蓮;廉;憐;簾;濂;鐮;帘;槤,鏈;槤;簾;鍊;斂;濂;鐮;瀲;帘;殮;臉;聯;廉;憐;楝;練;蓮;煉;戀;連,漣漪
漪,ㄧ,水,濤;洩;澄,一;醫;衣;依;伊;揖;咿,艾;翳;矣;毅;詣;蛇;夷;一;逸;繹;沂;意;佚;移;貽;亦;易;咦;以;劓;臆;羿;藝;屹;噫;儀;食;溢;迤;蜴;痍;醫;遺;怡;施;胰;議;邑;翼;義;熠;懿;宜;誼;軼;佾;裔;乙;頤;譯;異;依;疑;蟻;翌;抑;蛾;瘞;飴;億;洩;倚;曳;彝;椅;驛;挹;伊;姨;役;憶;泄;疫;囈;台;益;衣;揖;奕;已;咿;射,漣漪
筵,ㄧㄢˊ,竹,誕;蜒;涎,研;言;嚴;延;炎;顏;沿;岩;鹽;簷;蜒;檐;巖;閻;妍;趼,晏;咽;醃;燄;厭;蜒;言;諺;顏;岩;饜;巖;驗;趼;魘;妍;閹;灩;焰;宴;雁;掩;檐;延;嫣;燕;淹;胭;彥;煙;沿;菸;演;簷;衍;殷;偃;嚥;炎;鹽;儼;贗;嚴;豔;焉;閻;奄;眼;硯;研,筵席;筵宴
舔,ㄊㄧㄢˇ,舌,添,靦;腆;忝,沺;田;忝;填;天;闐;添;腆;靦;恬;甜,舔吮;舔拭
銖,ㄓㄨ,金,珠;殊;株;蛛;侏;茱;硃;誅,珠;豬;諸;朱;株;蛛;侏;茱;藷;硃;誅;櫫,豬;煮;佇;珠;諸;築;助;粥;硃;株;注;箸;茱;鑄;朱;矚;躅;住;駐;屬;枓;主;櫫;渚;筑;貯;著;竺;蛀;藷;柱;逐;竹;誅;燭;囑;祝;蛛;註;拄;侏,錙銖必較
鉻,ㄍㄜˋ,金,路;客;格;略;洛;閣;絡;駱;咯;胳;酪;骼;烙;賂;恪;珞,個;各;箇,歌;胳;閣;蛤;擱;閤;格;疙;割;嗝;噶;合;骼;膈;鴿;咯;各;箇;哥;個;葛;蓋;革;戈;隔,化學元素鉻
嫵,ㄨˇ,女,撫;蕪,五;舞;午;武;伍;鵡;侮;摀;捂;忤,汙;嗚;鶩;惡;吳;務;摀;誤;蜈;梧;戊;忤;武;鵡;霧;屋;勿;午;伍;五;亡;於;悟;毋;污;鼯;侮;巫;無;物;吾;晤;唔;舞;騖;蕪;誣;塢;捂;烏;兀,嫵媚
慫,ㄙㄨㄥˇ,心,縱;蹤;聳;樅,聳;悚,嵩;誦;宋;聳;訟;頌;松;鬆;悚;送;忪,慫恿
槳,ㄐㄧㄤˇ,木,獎;蔣;漿;醬;鏘,獎;講;蔣,蔣;將;講;匠;僵;江;獎;醬;姜;疆;強;絳;薑;殭;降;韁;漿,螺旋槳
毆,ㄡ,殳,歐;驅;軀;嘔;樞;鷗;嶇;甌;嫗;傴;謳,區;歐;嘔;鷗;甌,嘔;歐;甌;區;鷗;偶;藕;耦,毆打;互毆
瘟,ㄨㄣ,疒,溫;醞;塭;氳;慍,溫;塭,紋;蚊;文;吻;穩;問;汶;溫;聞;塭;雯;紊,瘟疫;瘟神
緘,ㄐㄧㄢ,糸,感;減;喊;鹹;箴,間;堅;監;尖;肩;兼;艱;煎;濺;奸;箋;姦;菅;殲;縑,漸;瞼;艱;繭;柬;檢;檻;殲;尖;間;肩;縑;奸;劍;毽;趼;剪;揀;鍵;鑑;澗;煎;監;諫;健;荐;踐;兼;建;僭;濺;堅;減;鑒;鹼;見;箋;箭;囝;賤;薦;簡;菅;艦;餞;腱;撿;件;儉;筧;姦,緘默;三緘其口
緲,ㄇㄧㄠˇ,糸,渺,渺;秒;眇;藐;淼;邈,渺;妙;喵;繆;瞄;秒;苗;藐;邈;描;眇;淼;廟,縹緲;虛無縹緲
赭,ㄓㄜˇ,赤,著;都;暑;豬;緒;諸;煮;賭;睹;堵;屠;奢;渚;箸,者;褶,懾;者;螫;摺;謫;著;浙;遮;這;輒;鷓;轍;褶;折;哲;蔗,丹青赭堊
銬,ㄎㄠˋ,金,烤;拷,靠,靠;烤;拷;考,手銬;鐐銬
擂,ㄌㄟˊ,手,蕾;鐳,雷;纍;鐳;嫘,纍;磊;鐳;儡;類;嫘;勒;蕾;雷;累;壘;淚,擂臺;大吹大擂;擂臺賽
燉,ㄉㄨㄣˋ,火,墩;暾,頓;盾;遁;沌;鈍;噸;囤;飩,盹;頓;敦;囤;盾;蹲;噸;沌;鈍;墩;遁;飩,燉煌
燉,ㄉㄨㄣ,火,墩;暾,敦;蹲;墩,盹;頓;敦;囤;盾;蹲;噸;沌;鈍;墩;遁;飩,燉雞;燉肉;清燉
霏,ㄈㄟ,雨,排;悲;啡;輩;菲;匪;徘;翡;斐;裴;扉;腓;緋;誹;痱;悱;蜚;俳,非;飛;啡;菲;妃;扉;緋;蜚,非;肺;菲;緋;斐;肥;蜚;飛;妃;廢;沸;誹;匪;翡;悱;腓;吠;啡;扉;費;痱;狒;芾,細雨霏霏;雨雪其霏
擰,ㄋㄧㄥˇ,手,嚀;檸;濘;獰,,檸;濘;寧;嚀;凝;獰,擰乾
擰,ㄋㄧㄥˋ,手,嚀;檸;濘;獰,寧;濘,檸;濘;寧;嚀;凝;獰,脾氣擰
檐,ㄧㄢˊ,木,擔;膽;簷;瞻;蟾;澹,研;言;嚴;延;炎;顏;沿;岩;鹽;簷;蜒;筵;巖;閻;妍;趼,晏;咽;醃;燄;厭;蜒;言;諺;顏;岩;饜;巖;驗;趼;魘;妍;閹;灩;焰;宴;雁;掩;延;嫣;燕;淹;胭;彥;煙;沿;菸;演;簷;衍;殷;偃;嚥;炎;鹽;筵;儼;贗;嚴;豔;焉;閻;奄;眼;硯;研,重檐
濯,ㄓㄨㄛˊ,水,躍;戳;曜;擢;燿,著;卓;濁;灼;啄;拙;茁;酌;琢;鐲;擢;勺;浞;焯,拙;勺;卓;啄;浞;著;琢;捉;濁;擢;灼;焯;桌;酌;茁;鐲,童山濯濯
濡,ㄖㄨˊ,水,儒;蠕;孺;懦;糯;嚅,如;儒;蠕;孺;嚅;茹,嚅;蠕;辱;入;儒;褥;乳;如;茹;女;汝;孺;縟,耳濡目染;相濡以沫
縹,ㄆㄧㄠˇ,糸,標;漂;飄;瓢;嫖;鏢;瞟;驃;慓,漂;瞟,瞟;瓢;嫖;票;漂;朴;飄;驃,縹緲;虛無縹緲
褶,ㄓㄜˊ,衣,摺;熠,折;哲;摺;轍;輒;懾;謫,懾;者;螫;摺;赭;謫;著;浙;遮;這;輒;鷓;轍;折;哲;蔗,皺褶
擷,ㄐㄧㄝˊ,手,挺;拼;撐;攤,結;節;潔;傑;捷;劫;截;竭;杰;睫;頡;桔;拮;訐;詰;桀;袷;羯;櫛,街;劫;訐;潔;解;借;詰;拮;羯;傑;皆;節;截;袷;界;頡;捷;姊;接;介;杰;桀;櫛;睫;結;桔;姐;竭;藉;戒;嗟;芥;屆;誡;揭;階,擷取
瀏,ㄌㄧㄡˊ,水,澆;濾;涕,流;留;劉;榴;瘤;琉;硫,溜;瘤;榴;琉;劉;硫;陸;遛;六;綹;留;柳;餾;流,瀏覽
蟠,ㄆㄢˊ,虫,翻;播;審;蕃;潘;幡;皤;嬏,般;盤;胖;磐;槃,潘;叛;攀;般;畔;盼;磐;槃;盤;判;胖;番;拚,蟠龍
蹺,ㄑㄧㄠ,足,燒;繞;曉;澆;翹;饒;撓;僥;驍;蟯;橈,敲;橇;鍬,橋;憔;翹;瞧;悄;峭;巧;喬;竅;鍬;樵;橇;愀;鞘;敲;俏;僑,蹊蹺;蹺家;蹺蹺板
鰍,ㄑㄧㄡ,魚,愁;揪;啾;鞦;瞅;愀;鍬,秋;丘;邱;蚯;鞦,鞦;丘;泅;邱;仇;裘;糗;囚;蚯;球;酋;求;遒;秋,泥鰍
囁,ㄋㄧㄝˋ,口,攝;懾;躡,躡;孽;涅;嚙;聶,聶;孽;嚙;躡;涅;捏,囁囁嚅嚅
鰭,ㄑㄧˊ,魚,嗜,其;期;奇;齊;旗;枝;棋;騎;歧;祈;淇;祇;琦;崎;琪;臍;畦;耆;錡;麒;蘄;薺;祺;祁,訖;棋;崎;企;淒;磧;憩;緝;祈;豈;七;期;綺;棲;臍;氣;器;棄;耆;漆;騎;沏;萋;畦;薺;契;其;迄;齊;砌;旗;祁;蘄;戚;枝;汽;奇;歧;亟;妻;起;啟;祇;祺;稽;杞;欺;琦;淇;泣;麒;乞;琪;悽;錡;葺,尾鰭;背鰭;魚鰭
霾,ㄇㄞˊ,雨,霞;霜;靂;霹,埋,買;埋;脈;賣;邁;麥,陰霾
巖,ㄧㄢˊ,山,儼,研;言;嚴;延;炎;顏;沿;岩;鹽;簷;蜒;筵;檐;閻;妍;趼,晏;咽;醃;燄;厭;蜒;言;諺;顏;岩;饜;驗;趼;魘;妍;閹;灩;焰;宴;雁;掩;檐;延;嫣;燕;淹;胭;彥;煙;沿;菸;演;簷;衍;殷;偃;嚥;炎;鹽;筵;儼;贗;嚴;豔;焉;閻;奄;眼;硯;研,千巖萬壑
邐,ㄌㄧˇ,辵,灑;驪;儷;鸝,裡;理;里;李;禮;哩;鯉;俚;浬;醴;蠡,痢;狸;梨;灕;荔;浬;慄;瀝;莉;蠡;戾;籬;礪;璃;歷;俐;立;蠣;蒞;儷;曆;吏;癘;靂;黎;釐;里;醴;俚;鯉;離;礫;驪;唳;麗;李;勵;禮;利;犛;隸;罹;壢;栗;琍;犁;力;例;裡;理;厲;粒;笠;漓;哩;鸝,迤邐
靨,ㄧㄝˋ,面,壓;饜;魘;懨,業;夜;葉;射;液;頁;咽;腋;謁;掖;燁,野;冶;業;也;液;咽;夜;燁;耶;爺;斜;椰;噎;頁;掖;腋;謁;揶;葉;射;琊;邪,笑靨
鷥,ㄙ,鳥,鷺;鶯,司;斯;思;私;絲;撕;廝;嘶,祀;嘶;賜;思;肆;姒;飼;食;廝;死;似;私;撕;寺;四;斯;絲;嗣;伺;司,白鷺鷥
魘,ㄧㄢˇ,鬼,壓;饜;靨;懨,眼;演;掩;衍;儼;奄;偃,晏;咽;醃;燄;厭;蜒;言;諺;顏;岩;饜;巖;驗;趼;妍;閹;灩;焰;宴;雁;掩;檐;延;嫣;燕;淹;胭;彥;煙;沿;菸;演;簷;衍;殷;偃;嚥;炎;鹽;筵;儼;贗;嚴;豔;焉;閻;奄;眼;硯;研,夢魘
宕,ㄉㄤˋ,宀,岩;拓;泵,當;盪;蕩,噹;當;蕩;璫;黨;襠;擋;檔;盪;鐺,延宕;跌宕;懸宕
祛,ㄑㄩ,示,法;丟;劫;怯;砝,區;曲;驅;屈;趨;軀;嶇;蛐,鴝;嶇;齲;臞;屈;曲;趣;蛐;衢;趨;瞿;渠;麴;驅;區;闃;取;軀;去;覷;娶,祛除;祛寒;祛風除熱;祛病;祛痰潤肺
椿,ㄔㄨㄣ,木,模;構;樓;,春,屯;脣;春;純;蠢;鶉;醇;淳,椿象
緋,ㄈㄟ,糸,排;悲;啡;輩;菲;匪;徘;翡;斐;裴;扉;腓;霏;誹;痱;悱;蜚;俳,非;飛;啡;菲;妃;扉;霏;蜚,非;肺;菲;霏;斐;肥;蜚;飛;妃;廢;沸;誹;匪;翡;悱;腓;吠;啡;扉;費;痱;狒;芾,緋聞;緋紅
踉,ㄌㄧㄤˋ,足,浪;娘;狼;琅,量;亮;涼;輛;諒;晾,諒;亮;兩;糧;梁;倆;良;粱;涼;量;晾;輛,踉踉蹌蹌
潢,ㄏㄨㄤˊ,水,廣;橫;簧;磺,黃;皇;煌;惶;凰;簧;徨;磺;遑;蝗;隍,凰;晃;遑;恍;慌;惶;皇;簧;幌;徨;煌;荒;磺;隍;謊;蝗;黃,裝潢
閹,ㄧㄢ,門,掩;淹;庵;俺;醃;鵪,煙;燕;菸;殷;焉;淹;咽;奄;醃;胭;嫣,晏;咽;醃;燄;厭;蜒;言;諺;顏;岩;饜;巖;驗;趼;魘;妍;灩;焰;宴;雁;掩;檐;延;嫣;燕;淹;胭;彥;煙;沿;菸;演;簷;衍;殷;偃;嚥;炎;鹽;筵;儼;贗;嚴;豔;焉;閻;奄;眼;硯;研,閹割
蹌,ㄑㄧㄤ,足,創;搶;蒼;槍;艙;瘡;滄;愴;嗆;鎗,將;搶;腔;槍;鏘;羌;鎗;鏹,將;嗆;鎗;薔;襁;槍;羌;鏹;搶;腔;強;戕;檣;鏘;牆,鳳蹌龍躍
蹌,ㄑㄧㄤˋ,足,創;搶;蒼;槍;艙;瘡;滄;愴;嗆;鎗,嗆,將;嗆;鎗;薔;襁;槍;羌;鏹;搶;腔;強;戕;檣;鏘;牆,踉踉蹌蹌
獼,ㄇㄧˊ,犬,瀰,迷;彌;謎;瀰;靡;糜;麋,瞇;汨;靡;秘;密;蜜;糜;弭;瀰;迷;彌;泌;麋;咪;謐;覓;祕;謎;米,獼猴
饌,ㄓㄨㄢˋ,食,選;撰,傳;轉;賺;撰;篆,磚;賺;篆;傳;轉;專;囀;撰,餚饌
冗,ㄖㄨㄥˇ,冖,凡;肌;朵;飢;亢,,鎔;嶸;榮;融;容;茸;榕;熔;蓉;絨;溶;戎,冗長;撥冗;冗忙;冗員
廿,ㄋㄧㄢˋ,廾,甘,念;唸,唸;黏;捻;年;撚;鯰;攆;粘;碾;輾;拈;念,過了廿年
卯,ㄇㄠˇ,卩,卵;印,,帽;錨;貿;矛;冒;貌;貓;懋;茂;髦;茅;毛,卯足全力
圭,ㄍㄨㄟ,土,去;社;杜;吐;墨;肚;牡;灶;庄,規;歸;瑰;傀;鮭;閨;珪;皈,珪;詭;桂;晷;傀;跪;貴;鬼;會;歸;瑰;規;皈;軌;鱖;櫃;鮭;癸;閨,日圭;圭表;圭臬
佃,ㄉㄧㄢˋ,人,思;細;雷;累;苗;胃;沺,電;店;殿;墊;奠;甸;澱;惦;玷;靛,殿;癲;靛;惦;玷;電;店;巔;墊;甸;澱;點;典;奠;滇;顛,佃農
戾,ㄌㄧˋ,戶,突;默;伏;臭;吠;汱;畎,力;立;利;歷;例;麗;勵;厲;粒;曆;莉;栗;隸;吏;俐;礫;靂;笠;痢;慄;瀝;儷;荔;蒞;壢;蠣;唳;琍;癘;礪,痢;狸;梨;灕;荔;浬;慄;瀝;邐;莉;蠡;籬;礪;璃;歷;俐;立;蠣;蒞;儷;曆;吏;癘;靂;黎;釐;里;醴;俚;鯉;離;礫;驪;唳;麗;李;勵;禮;利;犛;隸;罹;壢;栗;琍;犁;力;例;裡;理;厲;粒;笠;漓;哩;鸝,暴戾;暴戾之氣
拄,ㄓㄨˇ,手,住;往;注;柱;駐;註;蛀,主;屬;煮;矚;囑;貯;渚;枓,豬;煮;佇;珠;諸;築;助;粥;硃;株;注;箸;茱;鑄;朱;矚;躅;住;駐;屬;枓;主;櫫;渚;筑;銖;貯;著;竺;蛀;藷;柱;逐;竹;誅;燭;囑;祝;蛛;註;侏,拄著枴杖
穹,ㄑㄩㄥ,穴,夷;躬,,窮;瓊,穹蒼;穹窿
俘,ㄈㄨˊ,人,浮;蜉,服;夫;福;佛;幅;浮;符;彿;伏;扶;芙;弗;袱;輻;拂;縛;蝠;匐;氟;蜉;孚;芾,扶;夫;頫;孵;複;馥;氟;脯;幅;咐;福;付;蝠;拂;佛;腐;俯;敷;覆;弗;輻;孚;賦;府;復;縛;符;膚;釜;腹;撫;輔;副;甫;阜;赴;彿;父;匐;芙;富;袱;傅;服;芾;附;駙;浮;負;訃;伏;斧;蜉;腑;婦,俘虜
弭,ㄇㄧˇ,弓,取;恥;茸;餌;珥;洱,米;靡,瞇;獼;汨;靡;秘;密;蜜;糜;瀰;迷;彌;泌;麋;咪;謐;覓;祕;謎;米,消弭;弭平
拮,ㄐㄧㄝˊ,手,結;頡;髻;桔;詰;黠,結;節;潔;傑;捷;劫;截;竭;杰;睫;頡;桔;擷;訐;詰;桀;袷;羯;櫛,街;劫;訐;潔;解;借;詰;羯;傑;皆;節;截;袷;界;頡;捷;擷;姊;接;介;杰;桀;櫛;睫;結;桔;姐;竭;藉;戒;嗟;芥;屆;誡;揭;階,拮据
炯,ㄐㄩㄥˇ,火,迥,窘;迥,窘;迥,炯炯有神
紂,ㄓㄡˋ,糸,討;村;守;付;耐;辱;肘;忖;吋,宙;皺;晝;咒;縐;冑;籀,咒;籀;晝;宙;粥;軸;帚;皺;週;州;洲;肘;周;舟;冑;啁;縐,助紂為虐
苞,ㄅㄠ,艸,跑;抱;胞;泡;飽;炮;袍;鮑;砲;咆;孢;雹;刨;庖;皰,包;胞;炮;褒;孢,報;炮;豹;葆;胞;抱;爆;寶;孢;保;暴;褓;雹;刨;堡;褒;飽;鮑;包,花苞
叟,ㄙㄡˇ,又,友;受;反;,擻;藪,藪;嗽;擻;颼;搜;餿;蒐,童叟無欺
奚,ㄒㄧ,大,悉,西;希;吸;析;溪;稀;悉;攜;犧;棲;膝;嘻;犀;晰;蜥;釐;熙;撕;禧;蟋;曦;兮;嬉;烯;淅;蹊;皙;谿;羲;唏;熹;螅;欷;樨,蜥;洗;蓆;隰;嘻;犀;禧;吸;唏;隙;兮;棲;螅;席;錫;冼;襲;熙;膝;曦;系;悉;夕;喜;璽;矽;溪;係;釐;晰;谿;細;皙;昔;希;徙;蹊;樨;熄;惜;息;汐;攜;撕;稀;熹;烯;戲;繫;析;西;嬉;羲;欷;犧;習;媳;蟋;翕;淅,奚落
